,total_cases,city,year,month,week,day,vegetation_ne,vegetation_nw,vegetation_se,vegetation_sw,satellite_precipiatation,current_precipitation,forecast_precipitation,current_temperature,forecast_mean_temperature,forecast_avg_temperature,current_max_temperature,current_min_temperature,forecast_max_temperature,forecast_min_temperature,current_diurnal_temperature_range,forecast_diurnal_temperature_range,current_specific_humidity,forecast_dew_point_temperature,forecast_relative_humidity,cases_zscore,current_temperature_outlier,current_precipitation_outlier,current_specific_humidity_outlier,date,season,log_cases,temp_precip_interaction,is_outbreak,cases_lag,cases_3mo_avg,quarter,temp_category,rain_category,humidity_category
676,5,0,2003,4,18,30,0.0681,0.0355,0.2512714,0.2120714,26.56,75.2,15.2,26.92857143,299.1857143,299.4,32.2,23.3,302.3,296.8,6.5,3.085714286,16.83285714,295.4471429,80.07142857,-0.45146108228432347,0,0,0,2003-04-30,dry_season,1.791759469228055,2025.0285715360003,0,5.0,5.666666666666667,2,Moderate,High,Medium
677,7,0,2003,5,19,7,-0.0477,0.072125,0.2656833,0.2382143,16.65,2.5,1.5,27.64285714,300.0385714,300.2071429,32.8,23.3,302.2,298.3,7.571428571,3.014285714,16.51714286,295.18,74.80857143,-0.4055695518758357,0,0,0,2003-05-07,dry_season,2.0794415416798357,69.10714285,0,5.0,5.666666666666667,2,Moderate,Low,Medium
678,7,0,2003,5,20,14,0.01485,-0.0432,0.1687571,0.1725429,10.86,7.0,7.7,26.9,299.5771429,299.7285714,31.1,22.8,301.5,297.7,6.828571429,2.714285714,15.93,294.6014286,74.23,-0.4055695518758357,0,0,0,2003-05-14,dry_season,2.0794415416798357,188.29999999999998,0,7.0,6.333333333333333,2,Moderate,Low,Low
679,7,0,2003,5,21,21,0.1422935374167987,0.0041,0.1526143,0.1243571,60.93,10.1,13.76,27.05714286,299.6342857,299.7071429,31.1,22.8,301.5,298.0,6.771428571,2.328571429,16.57285714,295.1842857,76.70428571,-0.4055695518758357,0,0,0,2003-05-21,dry_season,2.0794415416798357,273.277142886,0,7.0,7.0,2,Moderate,Low,Medium
680,7,0,2003,5,22,28,-0.0457,-0.007566667,0.1959143,0.1780571,111.7,22.9,28.3,27.75714286,299.5085714,299.6857143,32.2,22.8,301.8,297.0,6.757142857,2.4,17.42428571,296.0171429,81.29142857,-0.4055695518758357,0,0,0,2003-05-28,dry_season,2.0794415416798357,635.638571494,0,7.0,7.0,2,Moderate,Medium,Medium
681,10,0,2003,6,23,4,0.1422935374167987,0.06276667,0.1974571,0.175,9.1,3.3,1.6,27.97142857,300.0914286,300.3357143,32.2,22.8,302.4,298.2,7.385714286,2.728571429,16.90142857,295.5557143,76.33428571,-0.336732256263104,0,0,0,2003-06-04,dry_season,2.3978952727983707,92.305714281,0,7.0,8.0,2,Hot,Low,Medium
682,13,0,2003,6,24,11,0.05063333,0.055875,0.10935,0.09871429,18.25,33.8,20.1,27.4,299.7528571,299.8428571,31.1,22.8,301.6,297.8,6.657142857,2.714285714,16.75857143,295.3971429,77.14142857,-0.26789496065037227,0,0,0,2003-06-11,dry_season,2.6390573296152584,926.1199999999999,0,10.0,10.0,2,Moderate,Medium,Medium
683,10,0,2003,6,25,18,0.0675,0.0484,0.1730429,0.1369857,39.21,36.6,21.81,27.47142857,299.8857143,300.0142857,30.6,23.9,301.6,297.9,5.585714286,2.457142857,17.02285714,295.6314286,77.73142857,-0.336732256263104,0,0,0,2003-06-18,dry_season,2.3978952727983707,1005.4542856620001,0,13.0,11.0,2,Moderate,Medium,Medium
684,14,0,2003,6,26,25,-0.1798,-0.05245,0.1182714,0.1597286,17.92,0.6,18.4,28.02857143,299.9114286,300.1428571,32.2,24.4,301.9,298.5,6.042857143,2.4,17.75428571,296.3528571,80.98,-0.24494919544612836,0,0,0,2003-06-25,dry_season,2.70805020110221,16.817142858,0,10.0,12.333333333333334,2,Hot,Low,High
685,11,0,2003,7,27,2,-0.0853,0.02575,0.2083857,0.2085571,0.0,13.0,5.8,28.64285714,300.3557143,300.5,32.8,24.4,302.0,298.4,6.1,2.542857143,17.74428571,296.3628571,78.92857143,-0.3137864910588601,0,0,0,2003-07-02,dry_season,2.4849066497880004,372.35714282,0,14.0,11.666666666666666,3,Hot,Low,High
686,20,0,2003,7,28,9,0.1422935374167987,0.296,0.1916857,0.175,10.83,17.9,44.04,28.04285714,299.9271429,299.9571429,31.7,23.9,301.8,298.1,6.185714286,2.542857143,17.48714286,296.1,79.65857143,-0.10727460422066497,0,0,0,2003-07-09,dry_season,3.044522437723423,501.9671428059999,0,11.0,15.0,3,Hot,Medium,Medium
687,25,0,2003,7,29,16,-0.05675,-0.1126667,0.2248714,0.1869,62.57,43.0,21.9,27.47142857,300.1542857,300.3428571,31.7,21.7,301.7,298.4,5.885714286,1.914285714,17.72428571,296.3157143,79.74428571,0.007454221800554539,0,0,0,2003-07-16,dry_season,3.258096538021482,1181.27142851,0,20.0,18.666666666666668,3,Moderate,High,Medium
688,17,0,2003,7,30,23,0.1045,0.0661,0.1618571,0.1561714,0.0,8.0,13.4,28.14285714,300.5014286,300.4857143,32.8,23.3,302.6,298.2,6.114285714,2.8,17.65857143,296.2928571,77.8,-0.17611189983339667,0,0,0,2003-07-23,dry_season,2.8903717578961645,225.14285712,0,25.0,20.666666666666668,3,Hot,Low,Medium
689,18,0,2003,7,31,30,0.04995,-0.03565,0.1580333,0.192,41.92,48.9,46.9,27.87142857,300.13,300.3,31.7,24.4,301.8,298.9,5.557142857,1.828571429,18.33857143,296.8942857,82.60142857,-0.15316613462915277,0,0,0,2003-07-30,dry_season,2.9444389791664403,1362.912857073,0,17.0,20.0,3,Moderate,High,High
690,25,0,2003,8,32,6,0.0785,0.03633333,0.2077857,0.2106714,28.0,8.2,22.5,28.07142857,300.38,300.5714286,31.7,25.0,302.1,298.8,5.8,2.257142857,18.21571429,296.79,80.84,0.007454221800554539,0,0,0,2003-08-06,dry_season,3.258096538021482,230.18571427399996,0,18.0,20.0,3,Hot,Low,High
691,21,0,2003,8,33,13,0.0348,0.0317,0.2225714,0.2039857,11.37,17.0,29.1,27.92857143,300.5128571,300.5785714,32.2,24.4,302.5,298.8,5.871428571,2.557142857,18.14571429,296.69,79.78857143,-0.08432883901642106,0,0,0,2003-08-13,dry_season,3.091042453358316,474.78571431,0,25.0,21.333333333333332,3,Moderate,Medium,High
692,31,0,2003,8,34,20,0.0726,0.0519,0.1617286,0.1578143,42.46,25.7,31.0,28.14285714,300.7742857,300.7928571,32.2,23.9,302.8,298.9,6.928571429,2.785714286,18.06142857,296.6114286,78.25428571,0.14512881302601793,0,0,0,2003-08-20,dry_season,3.4657359027997265,723.271428498,1,21.0,25.666666666666668,3,Hot,Medium,High
693,32,0,2003,8,35,27,0.1422935374167987,0.1,0.2043714,0.1603571,98.68,69.6,50.86,27.91428571,300.6685714,300.7285714,31.7,23.3,302.8,298.7,6.457142857,2.542857143,18.57142857,297.0485714,80.79714286,0.16807457823026184,0,0,0,2003-08-27,dry_season,3.4965075614664802,1942.834285416,1,31.0,28.0,3,Moderate,High,High
694,26,0,2003,9,36,3,0.1422935374167987,0.1305525761047008,0.2036286,0.2409286,86.4,29.8,63.0,27.68571429,300.6314286,300.75,31.7,24.4,302.7,298.7,6.071428571,2.185714286,18.96857143,297.4185714,82.78428571,0.03039998700479844,0,0,0,2003-09-03,dry_season,3.295836866004329,825.034285842,0,32.0,29.666666666666668,3,Moderate,Medium,High
695,35,0,2003,9,37,10,0.09445,-0.01352,0.2407,0.2419286,16.81,20.9,12.5,28.72857143,300.9671429,301.2285714,34.4,25.0,303.7,299.0,6.328571429,3.142857143,18.63571429,297.1085714,79.70428571,0.23691187384299356,0,0,0,2003-09-10,dry_season,3.58351893845611,600.427142887,1,26.0,31.0,3,Hot,Medium,High
696,28,0,2003,9,38,17,-0.0939,0.086425,0.2489,0.2247429,38.7,2.3,13.9,28.87142857,301.1428571,301.4,34.4,25.0,304.3,298.8,6.485714286,3.457142857,18.29857143,296.7757143,77.36714286,0.07629151741328624,0,0,0,2003-09-17,dry_season,3.367295829986474,66.40428571099999,0,35.0,29.666666666666668,3,Hot,Low,High
697,37,0,2003,9,39,24,-0.0874,0.09725,0.2545714,0.2119143,99.61,76.5,26.59,28.04285714,300.7914286,300.9142857,33.9,22.2,303.3,298.7,7.442857143,2.714285714,18.67857143,297.12,80.53,0.28280340425148137,0,0,0,2003-09-24,dry_season,3.6375861597263857,2145.27857121,1,28.0,33.333333333333336,3,Hot,High,High
698,41,0,2003,10,40,1,0.1422935374167987,0.0151,0.2174857,0.2088143,78.94,9.9,11.0,28.6,301.1942857,301.4071429,32.2,25.0,303.5,299.5,6.185714286,2.9,18.82428571,297.2671429,79.35571429,0.37458646506845694,0,0,0,2003-10-01,dry_season,3.7376696182833684,283.14000000000004,1,37.0,35.333333333333336,4,Hot,Low,High
699,34,0,2003,10,41,8,0.0204,0.03275,0.1634429,0.1103714,0.61,0.8,6.3,28.1,300.9328571,301.1,31.7,24.4,303.2,299.2,6.042857143,2.857142857,17.88428571,296.3842857,76.43571429,0.21396610863874965,0,0,0,2003-10-08,dry_season,3.5553480614894135,22.480000000000004,1,41.0,37.333333333333336,4,Hot,Low,High
700,30,0,2003,10,42,15,0.0161,0.0371,0.2434,0.2677286,118.5,61.0,97.7,27.12857143,300.6785714,300.8285714,32.2,22.8,302.9,298.3,6.685714286,2.514285714,18.48571429,296.94,80.25,0.12218304782177404,0,0,0,2003-10-15,dry_season,3.4339872044851463,1654.8428572300002,1,34.0,35.0,4,Moderate,High,High
701,39,0,2003,10,43,22,-0.0416,0.0553,0.1699286,0.1281714,20.44,10.9,10.7,28.02857143,301.09,301.1571429,32.8,23.9,302.9,299.0,7.0,2.857142857,18.30142857,296.79,77.53142857,0.32869493465996913,0,0,0,2003-10-22,dry_season,3.6888794541139363,305.511428587,1,30.0,34.333333333333336,4,Hot,Low,High
702,39,0,2003,10,44,29,0.0892,0.00035,0.09465,0.08811429,96.7,11.0,17.08,27.8,300.9528571,301.1142857,33.3,23.9,303.4,298.6,6.928571429,2.8,18.15714286,296.6514286,77.56142857,0.32869493465996913,0,0,0,2003-10-29,dry_season,3.6888794541139363,305.8,1,39.0,36.0,4,Moderate,Low,High
703,39,0,2003,11,45,5,0.1422935374167987,0.1635,0.1377167,0.1248,79.96,62.4,35.9,27.37142857,300.1628571,300.2357143,32.8,22.2,302.7,297.5,7.185714286,3.271428571,17.47,296.0,78.08,0.32869493465996913,0,0,0,2003-11-05,dry_season,3.6888794541139363,1707.9771427679998,1,39.0,39.0,4,Moderate,High,Medium
704,34,0,2003,11,46,12,0.06925,0.055375,0.06548571,0.07488571,97.28,74.7,92.1,27.15714286,300.0542857,300.05,31.7,22.8,301.7,298.3,6.857142857,2.3,18.16,296.6657143,81.82571429,0.21396610863874965,0,0,0,2003-11-12,dry_season,3.5553480614894135,2028.6385716420002,1,39.0,37.333333333333336,4,Moderate,High,High
705,30,0,2003,11,47,19,-0.21795,0.015,0.1281429,0.1350143,390.6,133.2,181.74,26.3,299.0728571,299.15,31.7,23.9,300.7,297.7,4.685714286,1.985714286,18.37,296.8314286,87.57571429,0.12218304782177404,0,1,0,2003-11-19,dry_season,3.4339872044851463,3503.16,1,34.0,34.333333333333336,4,Cool,High,High
706,37,0,2003,11,48,26,-0.07015,-0.037775,0.2369429,0.2084571,16.2,54.2,38.7,25.97142857,298.8142857,298.9071429,30.6,22.8,301.0,297.2,6.114285714,2.357142857,17.22714286,295.76,83.41,0.28280340425148137,0,0,0,2003-11-26,dry_season,3.6375861597263857,1407.6514284940001,1,30.0,33.666666666666664,4,Cool,High,Medium
707,29,0,2003,12,49,3,-0.00305,0.0534,0.1275667,0.1174857,0.0,2.1,10.26,26.18571429,299.1071429,299.2428571,29.4,21.7,300.7,297.4,5.614285714,1.942857143,16.20428571,294.8085714,77.30857143,0.09923728261753015,0,0,0,2003-12-03,rainy_season,3.4011973816621555,54.990000009,1,37.0,32.0,4,Cool,Low,Medium
708,26,0,2003,12,50,10,-0.1476,-0.1538,0.1616833,0.1077714,182.81,82.8,50.6,25.64285714,299.1742857,299.1857143,29.4,22.2,301.5,297.5,5.014285714,2.142857143,16.46857143,295.0314286,78.23285714,0.03039998700479844,0,0,0,2003-12-10,rainy_season,3.295836866004329,2123.228571192,0,29.0,30.666666666666668,4,Cool,High,Medium
709,15,0,2003,12,51,17,-0.03753333,-0.0526,0.2905667,0.1977429,0.0,11.0,12.28,25.84285714,298.5557143,298.6071429,29.4,22.2,300.5,296.9,5.414285714,2.157142857,16.39,294.9928571,80.79714286,-0.2220034302418845,0,0,0,2003-12-17,rainy_season,2.772588722239781,284.27142854,0,26.0,23.333333333333332,4,Cool,Low,Medium
710,22,0,2003,12,52,24,0.02085,-0.0398,0.1581375,0.1479444,1.96,12.0,9.14,26.01428571,299.0442857,299.1785714,30.0,21.1,300.8,297.2,6.5,2.7,16.37571429,295.0257143,78.68857143,-0.06138307381217716,0,0,0,2003-12-24,rainy_season,3.1354942159291497,312.17142852,0,15.0,21.0,4,Cool,Low,Medium
711,15,0,2004,1,1,1,-0.2683,-0.1237,0.2237571,0.1765429,45.76038808038808,39.32635983263598,40.15181881051176,27.18578337208988,298.7018524007227,299.22557794902906,32.452437325905294,22.10214979195562,303.42710926694326,295.7191562932227,8.059328008627128,4.903754198774744,16.74642659553451,295.2463564512932,82.1619591,-0.2220034302418845,0,0,0,2004-01-01,rainy_season,2.772588722239781,1069.1178992228986,0,22.0,17.333333333333332,1,Moderate,Medium,Medium
712,20,0,2004,1,2,8,-0.0731,0.0172,0.2147286,0.2224429,0.0,15.6,20.7,24.38571429,297.6485714,297.5714286,27.8,20.6,299.3,296.1,5.557142857,2.028571429,13.88142857,292.3742857,72.57714286,-0.10727460422066497,0,0,0,2004-01-08,rainy_season,3.044522437723423,380.41714292399996,0,15.0,19.0,1,Cool,Medium,Low
713,14,0,2004,1,3,15,0.1422935374167987,0.0026,0.2821,0.2899,36.07,23.7,20.2,24.34285714,297.8,297.9714286,28.3,20.0,299.5,296.5,5.957142857,2.171428571,15.25714286,293.8957143,78.94285714,-0.24494919544612836,0,0,0,2004-01-15,rainy_season,2.70805020110221,576.9257142179999,0,20.0,16.333333333333332,1,Cool,Medium,Low
714,10,0,2004,1,4,22,-0.18635,-0.178625,-0.01553333,0.01025,0.0,10.2,1.1,24.52857143,297.7285714,298.1071429,27.8,20.6,300.2,295.7,6.1,3.042857143,15.06142857,293.6657143,78.26428571,-0.336732256263104,0,0,0,2004-01-22,rainy_season,2.3978952727983707,250.19142858599997,0,14.0,14.666666666666666,1,Cool,Low,Low
715,21,0,2004,1,5,29,-0.0535,-0.108,0.2362571,0.2804143,0.0,1.8,2.0,24.62857143,297.56,297.6,28.9,20.0,300.0,295.8,6.2,2.457142857,14.39,292.8785714,75.42285714,-0.08432883901642106,0,0,0,2004-01-29,rainy_season,3.091042453358316,44.331428574,0,10.0,15.0,1,Cool,Low,Low
716,14,0,2004,2,6,5,0.1422935374167987,-0.0489,0.2528429,0.2169857,0.0,4.6,3.8,24.98571429,297.9714286,298.25,31.1,19.4,300.8,295.6,7.928571429,2.842857143,14.94142857,293.5371429,76.52285714,-0.24494919544612836,0,0,0,2004-02-05,rainy_season,2.70805020110221,114.934285734,0,21.0,15.0,1,Cool,Low,Low
717,14,0,2004,2,7,12,-0.0423,0.0231,0.2463857,0.1925571,0.0,15.0,3.04,24.88571429,298.3257143,298.5071429,28.9,20.0,299.8,297.3,6.728571429,1.985714286,14.87428571,293.5185714,74.65,-0.24494919544612836,0,0,0,2004-02-12,rainy_season,2.70805020110221,373.28571435,0,14.0,16.333333333333332,1,Cool,Medium,Low
718,9,0,2004,2,8,19,-0.1567,-0.0768,0.1538429,0.1494,0.0,11.4,1.7,25.2,298.2885714,298.5714286,29.4,20.6,300.1,297.2,6.942857143,2.457142857,14.65285714,293.27,73.79142857,-0.3596780214673479,0,0,0,2004-02-19,rainy_season,2.302585092994046,287.28,0,14.0,12.333333333333334,1,Cool,Low,Low
719,11,0,2004,2,9,26,0.05716667,0.052025,0.139,0.1584429,0.0,19.3,19.92,24.18571429,297.5342857,297.9571429,28.3,19.4,300.6,295.8,6.728571429,2.628571429,15.00428571,293.6185714,79.02714286,-0.3137864910588601,0,0,0,2004-02-26,rainy_season,2.4849066497880004,466.784285797,0,9.0,11.333333333333334,1,Cool,Medium,Low
720,5,0,2004,3,10,4,-0.0638,0.0905,0.2206,0.2357714,0.0,15.8,16.2,25.15714286,297.8242857,298.0571429,31.1,20.6,301.2,296.0,7.214285714,2.685714286,15.06571429,293.6457143,77.76142857,-0.45146108228432347,0,0,0,2004-03-04,rainy_season,1.791759469228055,397.482857188,0,11.0,8.333333333333334,1,Cool,Medium,Low
721,6,0,2004,3,11,11,-0.0505,0.02825,0.1867,0.1538,0.0,2.5,6.27,25.42857143,297.5042857,297.6285714,30.6,21.1,300.0,296.0,5.957142857,2.228571429,13.67142857,292.1857143,72.30571429,-0.42851531708007956,0,0,0,2004-03-11,rainy_season,1.9459101490553132,63.571428575000006,0,5.0,7.333333333333333,1,Cool,Low,Low
722,7,0,2004,3,12,18,0.1422935374167987,0.1305525761047008,0.02834286,0.0116,0.0,12.2,13.81,25.91428571,298.2542857,298.4285714,31.1,20.6,300.3,296.0,6.642857143,2.571428571,15.59142857,294.2514286,78.54714286,-0.4055695518758357,0,0,0,2004-03-18,rainy_season,2.0794415416798357,316.154285662,0,6.0,6.0,1,Cool,Low,Low
723,11,0,2004,3,13,25,-0.40625,0.07343333,0.1199,0.1322667,0.0,3.0,11.1,25.55714286,298.32,298.6,30.0,21.1,300.1,297.3,6.728571429,2.285714286,15.33857143,293.9614286,76.87142857,-0.3137864910588601,0,0,0,2004-03-25,rainy_season,2.4849066497880004,76.67142858,0,7.0,8.0,1,Cool,Low,Low
724,4,0,2004,4,14,1,0.1422935374167987,0.023175,0.1476286,0.1583857,28.35,60.7,81.1,24.7,296.8942857,296.9214286,28.9,20.6,299.9,294.3,6.028571429,2.414285714,14.72142857,293.2814286,80.36571429,-0.4744068474885674,0,0,0,2004-04-01,dry_season,1.6094379124341003,1499.29,0,11.0,7.333333333333333,2,Cool,High,Low
725,3,0,2004,4,15,8,0.4934,0.1412,0.3543429,0.2740857,0.0,5.6,11.0,25.4,297.7585714,298.0857143,31.1,20.6,300.9,295.6,7.385714286,3.2,14.75571429,293.3228571,76.44571429,-0.4973526126928113,0,0,0,2004-04-08,dry_season,1.3862943611198906,142.23999999999998,0,4.0,6.0,2,Cool,Low,Low
726,2,0,2004,4,16,15,0.0061,0.0162,0.1967286,0.1820857,5.75,31.5,2.6,25.95714286,298.6942857,298.9071429,29.4,22.8,301.1,296.6,6.085714286,3.1,15.74857143,294.3328571,77.06,-0.5202983778970552,0,0,0,2004-04-15,dry_season,1.0986122886681098,817.65000009,0,3.0,3.0,2,Cool,Medium,Low
727,6,0,2004,4,17,22,0.1422935374167987,-0.04705,0.2125571,0.2720286,23.59,5.6,13.8,25.84285714,298.66,298.8714286,29.4,21.7,300.7,297.2,6.185714286,2.571428571,14.66285714,293.1828571,71.95428571,-0.42851531708007956,0,0,0,2004-04-22,dry_season,1.9459101490553132,144.719999984,0,2.0,3.6666666666666665,2,Cool,Low,Low
728,10,0,2004,4,18,29,0.1422935374167987,-0.08976667,0.0633,0.1553833,75.28,23.4,11.86,26.15714286,299.0642857,299.3285714,30.0,22.8,301.4,297.5,5.714285714,2.514285714,16.42,295.0485714,78.60285714,-0.336732256263104,0,0,0,2004-04-29,dry_season,2.3978952727983707,612.077142924,0,6.0,6.0,2,Cool,Medium,Medium
729,7,0,2004,5,19,6,0.1422935374167987,0.1305525761047008,0.09315,0.1181333,9.57,30.2,20.56,26.27142857,299.09,299.2071429,30.6,22.2,301.1,297.3,6.271428571,2.3,15.75,294.38,75.38571429,-0.4055695518758357,0,0,0,2004-05-06,dry_season,2.0794415416798357,793.3971428140001,0,10.0,7.666666666666667,2,Cool,Medium,Low
730,5,0,2004,5,20,13,-0.0904,0.118525,0.1076333,0.21006,15.78,18.1,36.9,26.72857143,298.7657143,298.9142857,31.1,22.8,301.3,297.2,5.528571429,2.657142857,16.73,295.37,81.71142857,-0.45146108228432347,0,0,0,2004-05-13,dry_season,1.791759469228055,483.787142883,0,7.0,7.333333333333333,2,Cool,Medium,Medium
731,3,0,2004,5,21,20,0.05286667,0.06016667,0.1156429,0.1297857,96.99,53.6,79.0,26.04285714,298.1214286,298.1142857,29.4,22.8,300.0,296.5,4.671428571,1.771428571,16.52142857,295.1542857,83.83285714,-0.4973526126928113,0,0,0,2004-05-20,dry_season,1.3862943611198906,1395.897142704,0,5.0,5.0,2,Cool,High,Medium
732,12,0,2004,5,22,27,-0.02563333,-0.008066667,0.1591143,0.1588,175.41,145.8,90.2,24.81428571,298.3657143,298.4571429,28.9,21.7,300.4,297.2,4.914285714,2.0,16.74,295.3471429,83.55,-0.2908407258546162,0,1,0,2004-05-27,dry_season,2.5649493574615367,3617.922856518,0,3.0,6.666666666666667,2,Cool,High,Medium
733,13,0,2004,6,23,3,-0.07055,-0.02854,0.08158571,0.1132429,13.51,4.6,5.36,27.95714286,300.0542857,300.2071429,33.3,22.8,302.2,298.2,7.542857143,2.9,17.88142857,296.4457143,80.91428571,-0.26789496065037227,0,0,0,2004-06-03,dry_season,2.6390573296152584,128.602857156,0,12.0,9.333333333333334,2,Hot,Low,High
734,10,0,2004,6,24,10,0.0218,-0.0441,0.1412,0.1782429,6.12,17.6,30.07,28.04285714,299.8171429,299.7571429,31.7,23.9,301.5,298.0,6.342857143,2.314285714,17.47571429,296.1014286,80.17714286,-0.336732256263104,0,0,0,2004-06-10,dry_season,2.3978952727983707,493.554285664,0,13.0,11.666666666666666,2,Hot,Medium,Medium
735,13,0,2004,6,25,17,0.017425,0.07494,0.1466571,0.1337429,13.07,81.5,20.0,28.32857143,300.0371429,300.1357143,33.3,22.8,302.5,297.8,7.128571429,3.242857143,17.98428571,296.5885714,81.56142857,-0.26789496065037227,0,0,0,2004-06-17,dry_season,2.6390573296152584,2308.778571545,0,10.0,12.0,2,Hot,High,High
736,13,0,2004,6,26,24,0.0101,-0.00385,0.1837714,0.1702143,41.41,8.9,17.0,28.22857143,300.5371429,300.6428571,32.2,23.9,302.5,297.9,6.271428571,2.857142857,17.79428571,296.4157143,78.29714286,-0.26789496065037227,0,0,0,2004-06-24,dry_season,2.6390573296152584,251.23428572699999,0,13.0,12.0,2,Hot,Low,High
737,8,0,2004,7,27,1,0.1422935374167987,0.0083,0.1515714,0.1447429,28.37,67.6,32.2,28.34285714,300.6442857,300.6785714,32.2,23.3,302.5,298.4,6.185714286,2.614285714,17.95142857,296.5571429,78.48142857,-0.3826237866715918,0,0,0,2004-07-01,dry_season,2.1972245773362196,1915.9771426639998,0,13.0,11.333333333333334,3,Hot,High,High
738,21,0,2004,7,28,8,-0.0267,-0.01173333,0.1683286,0.1751143,39.05,76.5,43.83,27.82857143,300.2585714,300.2571429,31.1,23.3,301.9,298.6,6.428571429,2.571428571,17.72857143,296.33,79.18142857,-0.08432883901642106,0,0,0,2004-07-08,dry_season,3.091042453358316,2128.885714395,0,8.0,14.0,3,Moderate,High,Medium
739,18,0,2004,7,29,15,-0.0529,-0.101,0.1853143,0.1498429,59.15,16.0,15.8,28.24285714,300.5757143,300.6714286,31.7,25.0,302.4,299.0,5.242857143,2.2,18.25285714,296.7971429,79.99571429,-0.15316613462915277,0,0,0,2004-07-15,dry_season,2.9444389791664403,451.88571424,0,21.0,15.666666666666666,3,Hot,Medium,High
740,8,0,2004,7,30,22,0.0674,0.08983333,0.1748286,0.1487429,23.74,26.2,31.21,28.01428571,300.4014286,300.4,31.7,23.9,302.3,298.4,6.528571429,2.685714286,17.51,296.0957143,77.49857143,-0.3826237866715918,0,0,0,2004-07-22,dry_season,2.1972245773362196,733.974285602,0,18.0,15.666666666666666,3,Hot,Medium,Medium
741,7,0,2004,7,31,29,-0.0117,-0.05443333,0.1905286,0.1573,40.86,44.0,31.51,28.04285714,300.2342857,300.2857143,31.7,23.9,302.1,298.5,6.371428571,2.571428571,18.30714286,296.8228571,81.80714286,-0.4055695518758357,0,0,0,2004-07-29,dry_season,2.0794415416798357,1233.88571416,0,8.0,11.0,3,Hot,High,High
742,20,0,2004,8,32,5,0.0058,0.0327,0.1741,0.1838143,35.99,12.8,24.6,28.52857143,300.5885714,300.6428571,32.2,24.4,302.7,298.4,6.585714286,2.971428571,18.05285714,296.6,79.02571429,-0.10727460422066497,0,0,0,2004-08-05,dry_season,3.044522437723423,365.165714304,0,7.0,11.666666666666666,3,Hot,Low,High
743,14,0,2004,8,33,12,0.0374,0.1084,0.1253,0.1774143,20.92,10.5,14.1,28.94285714,300.9957143,301.2,33.9,24.4,302.9,299.2,7.228571429,2.657142857,17.81857143,296.4,76.17142857,-0.24494919544612836,0,0,0,2004-08-12,dry_season,2.70805020110221,303.89999997,0,20.0,13.666666666666666,3,Hot,Low,High
744,14,0,2004,8,34,19,-0.0164,-0.021875,0.1816,0.1706,37.3,28.3,44.4,29.0,300.7942857,300.85,32.2,24.4,302.6,298.6,6.314285714,2.585714286,18.77428571,297.2685714,81.26428571,-0.24494919544612836,0,0,0,2004-08-19,dry_season,2.70805020110221,820.7,0,14.0,16.0,3,Hot,Medium,High
745,7,0,2004,8,35,26,0.0996,0.0633,0.1006571,0.1094286,20.3,20.6,13.5,29.05714286,300.9128571,301.05,33.3,25.0,302.6,298.7,6.485714286,2.642857143,18.53142857,297.0542857,79.68428571,-0.4055695518758357,0,0,0,2004-08-26,dry_season,2.0794415416798357,598.5771429160001,0,14.0,11.666666666666666,3,Hot,Medium,High
746,14,0,2004,9,36,2,0.0414,0.0498,0.1631286,0.1992,62.61,23.8,25.37,28.61428571,300.8614286,300.9,32.8,24.4,302.6,298.9,7.057142857,2.628571429,17.82285714,296.39,76.71142857,-0.24494919544612836,0,0,0,2004-09-02,dry_season,2.70805020110221,681.019999898,0,7.0,11.666666666666666,3,Hot,Medium,High
747,10,0,2004,9,37,9,0.1076,0.074925,0.1059143,0.09598571,42.51,20.6,33.4,28.98571429,300.9585714,301.0,33.9,25.0,302.8,299.3,6.971428571,2.342857143,18.71714286,297.15,79.86571429,-0.336732256263104,0,0,0,2004-09-09,dry_season,2.3978952727983707,597.1057143740001,0,14.0,10.333333333333334,3,Hot,Medium,High
748,13,0,2004,9,38,16,0.04015,0.1305525761047008,0.09487143,0.1394429,52.29,32.8,16.0,28.64285714,301.1,301.2571429,32.2,24.4,303.3,299.3,6.114285714,2.428571429,18.90428571,297.3042857,80.03285714,-0.26789496065037227,0,0,0,2004-09-16,dry_season,2.6390573296152584,939.4857141919999,0,10.0,12.333333333333334,3,Hot,Medium,High
749,27,0,2004,9,39,23,0.1422935374167987,-0.06745,0.2252571,0.2332,245.73,158.2,254.95,27.22857143,299.7985714,299.9571429,33.9,23.3,302.9,297.7,6.057142857,2.542857143,18.64571429,297.0814286,85.33,0.05334575220904234,0,1,0,2004-09-23,dry_season,3.332204510175204,4307.560000226,0,13.0,16.666666666666668,3,Moderate,High,High
750,13,0,2004,9,40,30,0.033475,0.007625,0.24358,0.1786333,10.06,21.8,8.57,29.14285714,301.0285714,301.2071429,34.4,24.4,303.6,298.7,8.085714286,3.671428571,17.96428571,296.4785714,76.47142857,-0.26789496065037227,0,0,0,2004-09-30,dry_season,2.6390573296152584,635.3142856520001,0,27.0,17.666666666666668,3,Hot,Medium,High
